2014-01-01,BRITANNIA
2014-01-02,BRITANNIA
2014-01-03,WIPRO
2014-01-06,APOLLOHOSP
2014-01-07,BRITANNIA
2014-01-08,EICHERMOT
2014-01-09,BAJAJFINSV
2014-01-10,EICHERMOT
2014-01-13,LT
2014-01-14,SUNPHARMA
2014-01-15,TATAMOTORS
2014-01-16,WIPRO
2014-01-17,TATASTEEL
2014-01-20,DRREDDY
2014-01-21,ASIANPAINT
2014-01-22,INDUSINDBK
2014-01-23,MARUTI
2014-01-24,INDUSINDBK
2014-01-27,DRREDDY
2014-01-28,JSWSTEEL
2014-01-29,ULTRACEMCO
2014-01-30,SBIN
2014-01-31,JSWSTEEL
2014-02-03,WIPRO
2014-02-04,EICHERMOT
2014-02-05,JSWSTEEL
2014-02-06,JSWSTEEL
2014-02-07,JSWSTEEL
2014-02-10,BHARTIARTL
2014-02-11,NTPC
2014-02-12,ASIANPAINT
2014-02-13,CIPLA
2014-02-14,JSWSTEEL
2014-02-17,CIPLA
2014-02-18,NTPC
2014-02-19,NTPC
2014-02-20,DIVISLAB
2014-02-21,HCLTECH
2014-02-24,SUNPHARMA
2014-02-25,BAJAJFINSV
2014-02-26,MARUTI
2014-02-28,HCLTECH
2014-03-03,HINDALCO
2014-03-04,INDUSINDBK
2014-03-05,TITAN
2014-03-06,BRITANNIA
2014-03-07,INFY
2014-03-10,TATACONSUM
2014-03-11,TATACONSUM
2014-03-12,EICHERMOT
2014-03-13,INDUSINDBK
2014-03-14,TATACONSUM
2014-03-18,INDUSINDBK
2014-03-19,TATASTEEL
2014-03-20,LT
2014-03-21,AXISBANK
2014-03-24,HINDUNILVR
2014-03-25,RELIANCE
2014-03-26,BAJFINANCE
2014-03-27,ULTRACEMCO
2014-03-28,BAJAJFINSV
2014-03-31,TECHM
2014-04-01,BHARTIARTL
2014-04-02,AXISBANK
2014-04-03,DIVISLAB
2014-04-04,SBIN
2014-04-07,TCS
2014-04-09,MARUTI
2014-04-10,SBIN
2014-04-11,JSWSTEEL
2014-04-15,LT
2014-04-16,SBIN
2014-04-17,SBIN
2014-04-21,WIPRO
2014-04-22,SUNPHARMA
2014-04-23,JSWSTEEL
2014-04-25,HINDUNILVR
2014-04-28,BRITANNIA
2014-04-29,BRITANNIA
2014-04-30,SUNPHARMA
2014-05-02,MARUTI
2014-05-05,TATACONSUM
2014-05-06,BAJAJFINSV
2014-05-07,BAJAJFINSV
2014-05-08,BAJAJFINSV
2014-05-09,TECHM
2014-05-12,BAJFINANCE
2014-05-13,BAJFINANCE
2014-05-14,ICICIBANK
2014-05-15,BAJFINANCE
2014-05-16,SBIN
2014-05-19,EICHERMOT
2014-05-20,HINDALCO
2014-05-21,BAJFINANCE
2014-05-22,DRREDDY
2014-05-23,TATACONSUM
2014-05-26,BAJFINANCE
2014-05-27,BAJFINANCE
2014-05-28,JSWSTEEL
2014-05-29,BAJFINANCE
2014-05-30,TATACONSUM
2014-06-02,BAJFINANCE
2014-06-03,TATACONSUM
2014-06-04,SHREECEM
2014-06-05,ICICIBANK
2014-06-06,BAJFINANCE
2014-06-09,TECHM
2014-06-10,TITAN
2014-06-11,JSWSTEEL
2014-06-12,BAJFINANCE
2014-06-13,BAJFINANCE
2014-06-16,HEROMOTOCO
2014-06-17,BAJAJFINSV
2014-06-18,DIVISLAB
2014-06-19,BAJFINANCE
2014-06-20,TECHM
2014-06-23,BHARTIARTL
2014-06-24,BRITANNIA
2014-06-25,BRITANNIA
2014-06-26,RELIANCE
2014-06-27,CIPLA
2014-06-30,KOTAKBANK
2014-07-01,UPL
2014-07-02,HCLTECH
2014-07-03,HINDALCO
2014-07-04,BAJFINANCE
2014-07-07,JSWSTEEL
2014-07-08,NTPC
2014-07-09,TITAN
2014-07-10,DIVISLAB
2014-07-11,DIVISLAB
2014-07-14,SHREECEM
2014-07-15,TITAN
2014-07-16,TITAN
2014-07-17,M&M
2014-07-18,BRITANNIA
2014-07-21,UPL
2014-07-22,BRITANNIA
2014-07-23,BRITANNIA
2014-07-24,BRITANNIA
2014-07-25,WIPRO
2014-07-28,BAJAJFINSV
2014-07-30,ASIANPAINT
2014-07-31,SUNPHARMA
2014-08-01,TECHM
2014-08-04,LT
2014-08-05,LT
2014-08-06,ASIANPAINT
2014-08-07,HDFCBANK
2014-08-08,SUNPHARMA
2014-08-11,ASIANPAINT
2014-08-12,DIVISLAB
2014-08-13,M&M
2014-08-14,BAJAJFINSV
2014-08-18,SBIN
2014-08-19,BAJAJFINSV
2014-08-20,SUNPHARMA
2014-08-21,TATAMOTORS
2014-08-22,SUNPHARMA
2014-08-25,BAJFINANCE
2014-08-26,ITC
2014-08-27,M&M
2014-08-28,BRITANNIA
2014-09-01,SBIN
2014-09-02,SBIN
2014-09-03,M&M
2014-09-04,UPL
2014-09-05,MARUTI
2014-09-08,MARUTI
2014-09-09,BPCL
2014-09-10,GRASIM
2014-09-11,SUNPHARMA
2014-09-12,SUNPHARMA
2014-09-15,JSWSTEEL
2014-09-16,SUNPHARMA
2014-09-17,BAJFINANCE
2014-09-18,ITC
2014-09-19,POWERGRID
2014-09-22,SBIN
2014-09-23,NTPC
2014-09-24,JSWSTEEL
2014-09-25,BRITANNIA
2014-09-26,APOLLOHOSP
2014-09-29,BAJAJFINSV
2014-09-30,UPL
2014-10-01,TECHM
2014-10-07,HCLTECH
2014-10-08,HINDUNILVR
2014-10-09,DRREDDY
2014-10-10,TECHM
2014-10-13,BAJAJ-AUTO
2014-10-14,HCLTECH
2014-10-16,BAJFINANCE
2014-10-17,TATASTEEL
2014-10-20,BAJFINANCE
2014-10-21,TATASTEEL
2014-10-22,HCLTECH
2014-10-23,WIPRO
2014-10-27,WIPRO
2014-10-28,JSWSTEEL
2014-10-29,BAJAJFINSV
2014-10-30,KOTAKBANK
2014-10-31,TITAN
2014-11-03,HINDALCO
2014-11-05,SBIN
2014-11-07,HEROMOTOCO
2014-11-10,LT
2014-11-11,BAJAJFINSV
2014-11-12,POWERGRID
2014-11-13,BHARTIARTL
2014-11-14,CIPLA
2014-11-17,CIPLA
2014-11-18,CIPLA
2014-11-19,NTPC
2014-11-20,POWERGRID
2014-11-21,SUNPHARMA
2014-11-24,POWERGRID
2014-11-25,KOTAKBANK
2014-11-26,HCLTECH
2014-11-27,HINDALCO
2014-11-28,ULTRACEMCO
2014-12-01,SBIN
2014-12-02,BAJAJ-AUTO
2014-12-03,DRREDDY
2014-12-04,ITC
2014-12-05,BAJAJFINSV
2014-12-08,INDUSINDBK
2014-12-09,HINDUNILVR
2014-12-10,SHREECEM
2014-12-11,SHREECEM
2014-12-12,TATAMOTORS
2014-12-15,TATAMOTORS
2014-12-16,BHARTIARTL
2014-12-17,JSWSTEEL
2014-12-18,ASIANPAINT
2014-12-19,BAJFINANCE
2014-12-22,ASIANPAINT
2014-12-23,BAJFINANCE
2014-12-24,NTPC
2014-12-26,APOLLOHOSP
2014-12-29,NTPC
2014-12-30,BAJFINANCE
2014-12-31,M&M
